feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,target
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent166,agent113,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent166,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent118,item121
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent121,agent118,item121
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent121,agent121,item120
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent120,agent121,item119
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent119,agent120,item123
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent123,agent119,item120
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent120,agent123,item121
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent121,agent120,item120
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent120,agent121,item119
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent119,agent120,item121
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent121,agent119,item119
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent119,agent121,item120
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent120,agent119,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent120,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent118,item166
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent166,agent118,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent166,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent118,item165
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent165,agent118,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent165,item123
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent123,agent118,item112
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent112,agent123,item161
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent161,agent112,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent161,item34
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent34,agent118,item113
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent113,agent34,item113
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent113,agent113,item146
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent146,agent113,item113
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent113,agent146,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent113,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent118,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent118,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent118,item14
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent14,agent118,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent14,item113
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent113,agent118,item146
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent146,agent113,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent146,item113
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent113,agent118,item146
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent146,agent113,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent146,item163
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent163,agent118,item174
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent174,agent163,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent174,item113
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent113,agent118,item113
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent113,agent113,item140
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent140,agent113,item146
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent146,agent140,item174
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent174,agent146,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent174,item123
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent123,agent118,item119
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent119,agent123,item113
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent113,agent119,item118
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent118,agent113,item14
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent14,agent118,item123
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent123,agent14,item158
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent158,agent123,item14
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent14,agent158,item123
leadf142,leadf20,leadf3707,leadf41453,leadf5476,leadf60,agent123,agent14,item113
leadf1104,leadf20,leadf3598,leadf41454,leadf5134,leadf60,agent0,agent0,item114
leadf1104,leadf20,leadf3598,leadf41454,leadf5134,leadf60,agent114,agent0,item114
leadf1104,leadf20,leadf3598,leadf41454,leadf5134,leadf60,agent114,agent114,item112
leadf1104,leadf20,leadf3598,leadf41454,leadf5134,leadf60,agent112,agent114,item114
leadf1104,leadf20,leadf3598,leadf41454,leadf5134,leadf60,agent114,agent112,item114
leadf1104,leadf20,leadf3598,leadf41454,leadf5134,leadf60,agent114,agent114,item114
leadf1104,leadf20,leadf3598,leadf41454,leadf5134,leadf60,agent114,agent114,item114
leadf143,leadf20,leadf3132,leadf41455,leadf5108,leadf60,agent0,agent0,item17
leadf143,leadf20,leadf3132,leadf41455,leadf5108,leadf60,agent17,agent0,item17
leadf143,leadf20,leadf3132,leadf41455,leadf5108,leadf60,agent17,agent17,item17
leadf143,leadf20,leadf3132,leadf41455,leadf5108,leadf60,agent17,agent17,item17
leadf143,leadf20,leadf3132,leadf41455,leadf5108,leadf60,agent17,agent17,item17
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent0,agent0,item120
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent120,agent0,item120
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent120,agent120,item120
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent120,agent120,item151
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent151,agent120,item26
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent26,agent151,item15
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent15,agent26,item2
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent2,agent15,item61
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent61,agent2,item4
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent4,agent61,item161
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent161,agent4,item146
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent146,agent161,item2
leadf1144,leadf243,leadf3422,leadf412,leadf512,leadf60,agent2,agent146,item15
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent0,agent0,item2
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent2,agent0,item2
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent2,agent2,item2
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent2,agent2,item27
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent27,agent2,item31
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent31,agent27,item2
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent2,agent31,item25
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent25,agent2,item31
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent31,agent25,item15
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent15,agent31,item29
leadf111,leadf20,leadf311,leadf41456,leadf511,leadf60,agent29,agent15,item152
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent0,agent0,item26
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent26,agent0,item13
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent13,agent26,item13
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent13,agent13,item13
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent13,item13,item3
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent3,item13,item7
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent7,item3,item5
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent5,item7,item41
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent41,item5,item5
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent5,item41,item41
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent41,item5,item3
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent3,item41,item36
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent36,item3,item26
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent26,item36,item26
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent26,item26,item124
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent124,item26,item13
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent13,item124,item26
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent26,item13,item26
leadf193,leadf20,leadf3595,leadf41457,leadf5414,leadf60,agent26,item26,item26
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent0,item0,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item0,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item21,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item21,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item21,item56
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent56,item21,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item56,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item21,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item21,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item20,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item20,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item20,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item21,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item20,item24
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent24,item21,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item24,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item20,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item20,item24
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent24,item21,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item24,item56
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent56,item20,item21
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent21,item56,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item21,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item20,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item20,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item20,item33
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent33,item20,item20
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent20,item33,item88
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent88,item20,item33
leadf143,leadf20,leadf373,leadf41458,leadf566,leadf60,agent33,item88,item20
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent0,item0,item15
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent15,item0,item16
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent16,item15,item7
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent7,item16,item36
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent36,item7,item39
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent39,item36,item36
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent36,item39,item37
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent37,item36,item2
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent2,item37,item42
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent42,item2,item37
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent37,item42,item48
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent48,item37,item39
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent39,item48,item41
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent41,item39,item5
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent5,item41,item144
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent144,item5,item13
leadf123,leadf20,leadf352,leadf41459,leadf5279,leadf60,agent13,item144,item26
leadf1109,leadf20,leadf3455,leadf41460,leadf5347,leadf60,agent0,item0,item21
leadf199,leadf20,leadf3689,leadf41461,leadf5467,leadf60,agent0,item0,item44
leadf199,leadf20,leadf3689,leadf41461,leadf5467,leadf60,agent44,item0,item59
leadf1325,leadf20,leadf3817,leadf41462,leadf5528,leadf60,agent0,item0,item3
leadf1237,leadf20,leadf3818,leadf41463,leadf5365,leadf60,agent0,item0,item47
leadf1237,leadf20,leadf3818,leadf41463,leadf5365,leadf60,agent47,item0,item47
leadf1237,leadf20,leadf3818,leadf41463,leadf5365,leadf60,agent47,item47,item88
leadf1237,leadf20,leadf3818,leadf41463,leadf5365,leadf60,agent88,item47,item88
leadf1237,leadf20,leadf3818,leadf41463,leadf5365,leadf60,agent88,item88,item88
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent0,item0,item71
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent71,item0,item2
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent2,item71,item2
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent2,item2,item51
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent51,item2,item71
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent71,item51,item90
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent90,item71,item65
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent65,item90,item71
leadf1128,leadf20,leadf3216,leadf41464,leadf5174,leadf60,agent71,item65,item91
leadf1270,leadf20,leadf3592,leadf41465,leadf5411,leadf60,agent0,item0,item21
leadf1270,leadf20,leadf3592,leadf41465,leadf5411,leadf60,agent21,item0,item65
leadf1270,leadf20,leadf3592,leadf41465,leadf5411,leadf60,agent65,item21,item27
leadf1270,leadf20,leadf3592,leadf41465,leadf5411,leadf60,agent27,item65,item27
leadf1270,leadf20,leadf3592,leadf41465,leadf5411,leadf60,agent27,item27,item113
leadf1270,leadf20,leadf3592,leadf41465,leadf5411,leadf60,agent113,item27,item113
leadf1270,leadf20,leadf3592,leadf41465,leadf5411,leadf60,agent113,item113,item166
leadf1130,leadf20,leadf3819,leadf41466,leadf5379,leadf60,agent0,item0,item41
leadf1130,leadf20,leadf3819,leadf41466,leadf5379,leadf60,agent41,item0,item140
leadf137,leadf20,leadf3665,leadf41467,leadf5319,leadf60,agent0,item0,item2
leadf137,leadf20,leadf3665,leadf41467,leadf5319,leadf60,agent2,item0,item1
leadf137,leadf20,leadf3665,leadf41467,leadf5319,leadf60,agent1,item2,item2
leadf137,leadf20,leadf3665,leadf41467,leadf5319,leadf60,agent2,item1,item66
leadf137,leadf20,leadf3665,leadf41467,leadf5319,leadf60,agent66,item2,item31
leadf1326,leadf20,leadf3820,leadf41468,leadf5505,leadf60,agent0,item0,item24
leadf1326,leadf20,leadf3820,leadf41468,leadf5505,leadf60,agent24,item0,item21
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent0,item0,item44
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent44,item0,item93
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent93,item44,item89
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent89,item93,item41
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent41,item89,item26
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent26,item41,item41
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent41,item26,item3
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent3,item41,item45
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent45,item3,item42
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent42,item45,item3
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent3,item42,item102
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent102,item3,item45
leadf14,leadf20,leadf3821,leadf41469,leadf5381,leadf60,agent45,item102,item3
leadf1217,leadf20,leadf3675,leadf41470,leadf5375,leadf60,agent0,item0,item17
leadf1217,leadf20,leadf3675,leadf41470,leadf5375,leadf60,agent17,item0,item2
leadf1217,leadf20,leadf3675,leadf41470,leadf5375,leadf60,agent2,item17,item15
leadf1217,leadf20,leadf3675,leadf41470,leadf5375,leadf60,agent15,item2,item1
leadf1217,leadf20,leadf3675,leadf41470,leadf5375,leadf60,agent1,item15,item2
leadf1217,leadf20,leadf3675,leadf41470,leadf5375,leadf60,agent2,item1,item2
leadf1217,leadf20,leadf3675,leadf41470,leadf5375,leadf60,agent2,item2,item15
leadf1217,leadf20,leadf3675,leadf41470,leadf5375,leadf60,agent15,item2,item15
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent0,item0,item23
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent23,item0,item15
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent15,item23,item17
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent17,item15,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item17,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item1,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item2,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item1,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item2,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item2,item17
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent17,item1,item17
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent17,item17,item41
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent41,item17,item36
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent36,item41,item26
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent26,item36,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item26,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item2,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item1,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item2,item17
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent17,item2,item17
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent17,item17,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item17,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item2,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item2,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item1,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item2,item15
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent15,item1,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item15,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item1,item2
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent2,item1,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item2,item1
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent1,item1,item28
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent28,item1,item27
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent27,item28,item17
leadf1327,leadf20,leadf3822,leadf41471,leadf5444,leadf60,agent17,item27,item1
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent0,item0,item47
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent47,item0,item36
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent36,item47,item3
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent3,item36,item3
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent3,item3,item3
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent3,item3,item3
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent3,item3,item42
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent42,item3,item3
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent3,item42,item4
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent4,item3,item4
leadf197,leadf20,leadf3150,leadf41472,leadf5123,leadf60,agent4,item4,item47
leadf193,leadf20,leadf3595,leadf41473,leadf5281,leadf60,agent0,item0,item5
leadf193,leadf20,leadf3595,leadf41473,leadf5281,leadf60,agent5,item0,item5
leadf1147,leadf20,leadf3812,leadf41474,leadf5523,leadf60,agent0,item0,item122
leadf1107,leadf20,leadf3219,leadf41475,leadf5177,leadf60,agent0,item0,item2
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent0,item0,item41
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent41,item0,item41
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent41,item41,item26
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent26,item41,item41
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent41,item26,item41
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent41,item41,item41
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent41,item41,item41
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent41,item41,item41
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent41,item41,item41
leadf1148,leadf20,leadf3259,leadf41476,leadf5210,leadf60,agent41,item41,item41
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent0,item0,item35
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent35,item0,item16
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent16,item35,item16
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent16,item16,item16
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent16,item16,item16
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent16,item16,item16
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent16,item16,item16
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent16,item16,item89
leadf110,leadf20,leadf3823,leadf41477,leadf533,leadf60,agent89,item16,item33
leadf1192,leadf25,leadf3370,leadf41478,leadf512,leadf60,agent0,item0,item66
leadf1192,leadf25,leadf3370,leadf41478,leadf512,leadf60,agent66,item0,item31
leadf1192,leadf25,leadf3370,leadf41478,leadf512,leadf60,agent31,item66,item3
leadf1192,leadf25,leadf3370,leadf41478,leadf512,leadf60,agent3,item31,item66
leadf1192,leadf25,leadf3370,leadf41478,leadf512,leadf60,agent66,item3,item45
leadf1192,leadf25,leadf3370,leadf41478,leadf512,leadf60,agent45,item66,item3
leadf1113,leadf20,leadf3824,leadf41479,leadf511,leadf60,agent0,item0,item22
leadf1113,leadf20,leadf3824,leadf41479,leadf511,leadf60,agent22,item0,item52
leadf197,leadf20,leadf3465,leadf41480,leadf5208,leadf60,agent0,item0,item36
leadf197,leadf20,leadf3465,leadf41480,leadf5208,leadf60,agent36,item0,item3
leadf197,leadf20,leadf3465,leadf41480,leadf5208,leadf60,agent3,item36,item36
leadf197,leadf20,leadf3465,leadf41480,leadf5208,leadf60,agent36,item3,item3
leadf197,leadf20,leadf3465,leadf41480,leadf5208,leadf60,agent3,item36,item36
leadf197,leadf20,leadf3465,leadf41480,leadf5208,leadf60,agent36,item3,item42
leadf197,leadf20,leadf3465,leadf41480,leadf5208,leadf60,agent42,item36,item3
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent0,item0,item51
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent51,item0,item51
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent51,item51,item71
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent71,item51,item2
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent2,item71,item2
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent2,item2,item71
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent71,item2,item90
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent90,item71,item1
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent1,item90,item78
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent78,item1,item58
leadf10,leadf20,leadf3153,leadf41481,leadf5126,leadf60,agent58,item78,item78
leadf143,leadf20,leadf3192,leadf41482,leadf5156,leadf60,agent0,item0,item17
leadf143,leadf20,leadf3192,leadf41482,leadf5156,leadf60,agent17,item0,item17
leadf143,leadf20,leadf3192,leadf41482,leadf5156,leadf60,agent17,item17,item17
leadf143,leadf20,leadf3192,leadf41482,leadf5156,leadf60,agent17,item17,item17
leadf143,leadf20,leadf3192,leadf41482,leadf5156,leadf60,agent17,item17,item17
leadf12,leadf20,leadf351,leadf41483,leadf547,leadf60,agent0,item0,item15
leadf12,leadf20,leadf351,leadf41483,leadf547,leadf60,agent15,item0,item1
leadf12,leadf20,leadf351,leadf41483,leadf547,leadf60,agent1,item15,item40
leadf12,leadf20,leadf351,leadf41483,leadf547,leadf60,agent40,item1,item38
leadf12,leadf20,leadf351,leadf41483,leadf547,leadf60,agent38,item40,item16
